time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,train/entropy_loss,train/value_loss,train/approx_kl,train/explained_variance,train/n_updates,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_reward,eval/mean_object_ep_length,eval/mean_score_reward,eval/mean_score_ep_length
850000,,,,0.000207504,0.01305432803928852,0.143310546875,0.08300160000000001,-1.1446429267525673,0.07839019829407334,0.0030493792,0.6308941841125488,3320,-0.00659462355542928,,,-1615.73,9822.4,-8.6,9822.4
850944,831,73,11534,,,,,,,,,,,10122.9,-11.91,,,,
851968,832,73,11546,0.0002074528,-0.0006001684814691544,0.0888671875,0.08298112,-1.1269499436020851,0.047631715424358845,0.0026380874,0.6739313006401062,3324,-0.005388659774325788,10109.59,-11.91,,,,
852992,833,73,11558,0.0002074016,-0.0050175990909338,0.123779296875,0.08296064,-1.1267547830939293,0.05274234269745648,0.003794515,0.8001539707183838,3328,-0.0049173271108884364,10109.59,-11.91,,,,
854016,834,73,11570,0.0002073504,0.008815554901957512,0.158447265625,0.08294016,-1.1372338980436325,0.0674328503664583,0.0024334602,0.7089135646820068,3332,-0.005100857320940122,10163.54,-11.68,,,,
855040,835,73,11582,0.00020729920000000002,-0.009503740817308426,0.14892578125,0.08291968000000001,-1.1316693350672722,0.04249628586694598,0.0027039314,0.7809944748878479,3336,-0.0063284021453000605,10163.54,-11.68,,,,
856064,836,73,11594,0.000207248,0.011520981788635254,0.110107421875,0.0828992,-1.147673338651657,0.06920545804314315,0.0017648863,0.7421314120292664,3340,-0.005154576705535874,10163.54,-11.68,,,,
857088,837,73,11605,0.00020719680000000001,-0.00243963859975338,0.148193359375,0.08287872000000002,-1.1639381125569344,0.06339848623611033,0.004105326,0.7085819244384766,3344,-0.004859071632381529,10163.54,-11.68,,,,
858112,838,73,11617,0.00020714559999999998,0.00245782732963562,0.0947265625,0.08285824,-1.182963065803051,0.05086528928950429,0.002330605,0.8032282590866089,3348,-0.00415732228429988,10178.24,-11.7,,,,
859136,839,73,11628,0.0002070944,0.013175111263990402,0.107177734375,0.08283776000000001,-1.2096631973981857,0.06905053346417844,0.001974712,0.6340829730033875,3352,-0.004765221063280478,10178.24,-11.7,,,,
860160,840,73,11641,0.00020704319999999998,0.0002486817538738251,0.099609375,0.08281728,-1.173249401152134,0.04216308705508709,0.001576331,0.7782602906227112,3356,-0.004172305256361142,10178.24,-11.7,,,,
861184,841,73,11653,0.00020699200000000003,0.005252014845609665,0.15625,0.0827968,-1.1349196657538414,0.06701203784905374,0.0031864617,0.7829435467720032,3360,-0.0029859349597245455,10178.24,-11.7,,,,
862208,842,73,11663,0.00020694080000000002,-0.005560504272580147,0.085205078125,0.08277632000000001,-1.1327634304761887,0.06033278745599091,0.0017379273,0.7662252187728882,3364,-0.005363740143366158,10178.24,-11.7,,,,
863232,843,73,11674,0.00020688960000000002,0.008281109854578972,0.118896484375,0.08275584000000001,-1.1176756992936134,0.05828200071118772,0.0026273797,0.8058097958564758,3368,-0.004609392897691578,10178.24,-11.7,,,,
864256,844,73,11685,0.00020683840000000002,0.004488237202167511,0.091064453125,0.08273536000000001,-1.104508861899376,0.06877835281193256,0.0026796449,0.7432926893234253,3372,-0.005452311655972153,10215.26,-11.45,,,,
865280,845,73,11697,0.0002067872,-0.0052778273820877075,0.1298828125,0.08271488,-1.1018013134598732,0.051083410158753395,0.0035243426,0.8088711500167847,3376,-0.005348110418708529,10267.1,-11.29,,,,
866304,846,73,11708,0.000206736,-0.00013947486877441406,0.11328125,0.0826944,-1.1313532665371895,0.05363126331940293,0.0019467047,0.7855498790740967,3380,-0.0038083441031631082,10234.91,-11.35,,,,
867328,847,74,11720,0.0002066848,0.009531741961836815,0.123779296875,0.08267392000000001,-1.0955371782183647,0.061927585396915674,0.0016513565,0.6966404914855957,3384,-0.003804414882324636,10245.63,-11.3,,,,
868352,848,74,11731,0.0002066336,0.0008637383580207825,0.12939453125,0.08265344000000001,-1.1077993288636208,0.045126412296667695,0.002113315,0.8333495259284973,3388,-0.0044332174002192914,10245.63,-11.3,,,,
869376,849,74,11742,0.0002065824,0.020619114860892296,0.102783203125,0.08263296,-1.087949015200138,0.06760587147437036,0.0024261973,0.718971848487854,3392,-0.004730954970000312,10245.63,-11.3,,,,
870400,850,74,11755,0.0002065312,0.018685296177864075,0.145263671875,0.08261248,-1.1160514280200005,0.07289163419045508,0.0030121114,0.7111709117889404,3396,-0.0024325065896846354,10245.63,-11.3,,,,
871424,851,74,11766,0.00020648,0.011763304471969604,0.1572265625,0.082592,-1.1222994849085808,0.057077337289229035,0.002376595,0.7116323709487915,3400,-0.004489009210374206,10245.63,-11.3,,,,
872448,852,74,11778,0.0002064288,-0.0026543661952018738,0.1044921875,0.08257152000000001,-1.1096666231751442,0.05046518589369953,0.0023869963,0.8164596557617188,3404,-0.004186646285234019,10322.76,-11.12,,,,
873472,853,74,11790,0.0002063776,-0.006104921922087669,0.15576171875,0.08255104,-1.0934393927454948,0.04125433578155935,0.0033743014,0.8240570425987244,3408,-0.0038549696910195053,10322.76,-11.12,,,,
874496,854,74,11802,0.0002063264,-0.00010350160300731659,0.162353515625,0.08253056,-1.1294731199741364,0.04756073374301195,0.0026244756,0.7409512996673584,3412,-0.005365231598261744,10372.67,-11.06,,,,
875000,,,,0.0002062752,0.011400191113352776,0.130859375,0.08251008,-1.1072377860546112,0.06364735844545066,0.0029762632,0.6843394041061401,3416,-0.004449073021532968,,,-568.99,7035.8,-13.0,7035.8
875520,855,73,11885,,,,,,,,,,,10372.67,-11.06,,,,
876544,856,73,11897,0.000206224,0.012931011617183685,0.1513671875,0.0824896,-1.128213793039322,0.0680878518614918,0.0033418317,0.7718255519866943,3420,-0.004383453808259219,10398.91,-10.85,,,,
877568,857,73,11908,0.0002061728,0.002103051170706749,0.13037109375,0.08246912,-1.1220363602042198,0.052155302837491035,0.0019345067,0.823360025882721,3424,-0.003356114844791591,10398.91,-10.85,,,,
878592,858,73,11920,0.00020612160000000002,0.001826900988817215,0.156494140625,0.08244864000000002,-1.1015293151140213,0.05860412563197315,0.0023119673,0.7585811614990234,3428,-0.004942003637552261,10398.91,-10.85,,,,
879616,859,73,11932,0.00020607039999999998,0.010877406224608421,0.107177734375,0.08242816,-1.1224177405238152,0.060910135973244905,0.002310863,0.6975627541542053,3432,-0.0048978276827256195,10394.68,-10.85,,,,
880640,860,73,11943,0.0002060192,-0.004277493804693222,0.11474609375,0.08240768000000001,-1.1012645810842514,0.04762199753895402,0.002392978,0.8297898173332214,3436,-0.006257648245082237,10394.68,-10.85,,,,
881664,861,73,11955,0.00020596799999999998,-0.0010687783360481262,0.07568359375,0.0823872,-1.1506252959370613,0.04941861075349152,0.0017225356,0.6227811574935913,3440,-0.0039134205726441,10408.94,-10.82,,,,
882688,862,73,11967,0.00020591680000000003,0.005959182046353817,0.1259765625,0.08236672,-1.091204583644867,0.05054691759869456,0.0022941253,0.7620168924331665,3444,-0.0031765544845256954,10408.94,-10.82,,,,
883712,863,73,11979,0.00020586560000000002,0.01193966343998909,0.135009765625,0.08234624000000001,-1.0983016639947891,0.06453316798433661,0.0025495847,0.6440901756286621,3448,-0.0030446829478023574,10408.94,-10.82,,,,
884736,864,73,11992,0.00020581440000000002,0.0020126421004533768,0.13720703125,0.08232576000000001,-1.1245261430740356,0.04875001637265086,0.0027627987,0.7315425872802734,3452,-0.005028222571127117,10428.59,-10.77,,,,
885760,865,73,12004,0.00020576320000000002,0.004225540906190872,0.12109375,0.08230528000000001,-1.104331523180008,0.050523900892585516,0.0025181607,0.759117603302002,3456,-0.0012025608157273382,10428.59,-10.77,,,,
886784,866,73,12016,0.000205712,0.011200739070773125,0.109619140625,0.0822848,-1.0985086485743523,0.06749064987525344,0.002765329,0.7543532848358154,3460,-0.004657078679883853,10386.99,-10.83,,,,
887808,867,73,12028,0.0002056608,0.011021113023161888,0.0966796875,0.08226432,-1.0631173178553581,0.06644764263182878,0.0019853697,0.6538139581680298,3464,-0.002131309360265732,10386.99,-10.83,,,,
888832,868,73,12040,0.0002056096,0.018626822158694267,0.156005859375,0.08224384000000001,-1.065920114517212,0.07162600266747177,0.0032073488,0.7199792861938477,3468,-0.002869282499887049,10386.99,-10.83,,,,
889856,869,73,12053,0.0002055584,-0.0008893962949514389,0.182861328125,0.08222336000000001,-1.0955938696861267,0.04455951997078955,0.0024890709,0.7901067733764648,3472,-0.00404683337546885,10386.99,-10.83,,,,
890880,870,73,12065,0.0002055072,0.009249081835150719,0.14111328125,0.08220288,-1.0616253092885017,0.07734136935323477,0.0034225087,0.5624895095825195,3476,-0.005025544953241479,10386.99,-10.83,,,,
891904,871,73,12077,0.000205456,-0.0008246572688221931,0.19189453125,0.0821824,-1.0858629867434502,0.039180679130367935,0.0019444688,0.7774863839149475,3480,-0.0017791458521969616,10430.41,-10.69,,,,
892928,872,73,12089,0.00020540480000000002,-0.004159996286034584,0.1259765625,0.08216192,-1.0679261609911919,0.044889350421726704,0.0017484608,0.7023009657859802,3484,-0.003813648800132796,10430.41,-10.69,,,,
893952,873,73,12101,0.0002053536,0.003758516162633896,0.138916015625,0.08214144000000001,-1.0760588124394417,0.05501577164977789,0.0026207822,0.7343720197677612,3488,-0.004349901675595902,10414.94,-10.73,,,,
894976,874,73,12113,0.0002053024,0.004325684159994125,0.12841796875,0.08212096,-1.0395416393876076,0.047502300003543496,0.002228014,0.7890384197235107,3492,-0.002926282730186358,10414.94,-10.73,,,,
896000,875,73,12125,0.0002052512,-0.008160099387168884,0.128662109375,0.08210048,-1.0919961258769035,0.04150869499426335,0.0023160046,0.7724217176437378,3496,-0.0038661077269352973,10414.94,-10.73,,,,
897024,876,73,12137,0.0002052,-0.004194049164652824,0.094970703125,0.08208,-1.0508518368005753,0.048537976341322064,0.0011774399,0.8224228620529175,3500,-0.00345978289260529,10446.27,-10.51,,,,
898048,877,73,12148,0.0002051488,0.0023673297837376595,0.109619140625,0.08205952,-1.061366781592369,0.04607573989778757,0.002307273,0.8671390414237976,3504,-0.004928588430630043,10446.27,-10.51,,,,
899072,878,73,12160,0.0002050976,-0.007809636183083057,0.183837890625,0.08203904000000001,-1.01764976978302,0.029917195322923362,0.0017756124,0.9195660948753357,3508,-0.003705354785779491,10446.27,-10.51,,,,
900000,,,,0.0002050464,-0.0030956855043768883,0.108642578125,0.08201856,-1.0488331019878387,0.039527159999124706,0.0024437231,0.9346109628677368,3512,-0.004297201579902321,,,-75.22,5917.6,-20.2,5917.6
900096,879,73,12234,,,,,,,,,,,10446.27,-10.51,,,,
901120,880,73,12246,0.00020499519999999999,-0.005469668656587601,0.0947265625,0.08199808,-1.0365620590746403,0.034229927929118276,0.0016718989,0.9420293569564819,3516,-0.0037675957137253135,10495.16,-10.27,,,,
902144,881,73,12258,0.000204944,-0.002859855070710182,0.1103515625,0.08197760000000001,-1.0007123239338398,0.04827242321334779,0.0023394309,0.8889182209968567,3520,-0.0044218381808605045,10496.72,-10.25,,,,
903168,882,73,12270,0.00020489279999999998,-0.0006098896265029907,0.078125,0.08195712,-1.0089423395693302,0.046415554359555244,0.0012837027,0.8631298542022705,3524,-0.0029263139003887773,10496.72,-10.25,,,,
904192,883,73,12283,0.00020484160000000003,-0.006948020309209824,0.118896484375,0.08193664,-1.0293815955519676,0.03971559973433614,0.0018166191,0.8882613778114319,3528,-0.004644659056793898,10496.72,-10.25,,,,
905216,884,73,12295,0.0002047904,0.00405382364988327,0.06689453125,0.08191616,-1.0288745537400246,0.04808578989468515,0.0015202793,0.8854584693908691,3532,-0.003774820317630656,10496.72,-10.25,,,,
906240,885,73,12306,0.00020473920000000002,0.002422850579023361,0.1396484375,0.08189568000000001,-1.050113670527935,0.04500822303816676,0.0025267124,0.9058582782745361,3536,-0.005354949011234567,10463.72,-10.3,,,,
907264,886,73,12318,0.00020468800000000002,-0.012283693999052048,0.076171875,0.08187520000000001,-1.0651601999998093,0.035607135272584856,0.0013988977,0.930819571018219,3540,-0.0035089650336885825,10484.24,-10.16,,,,
908288,887,73,12331,0.0002046368,-0.0034510018303990364,0.169921875,0.08185472,-1.0663528740406036,0.030350033193826675,0.0027141413,0.9188779592514038,3544,-0.0035615374508779496,10496.92,-10.01,,,,
909312,888,73,12343,0.0002045856,0.0022199340164661407,0.120849609375,0.08183424,-1.025521744042635,0.04752820101566613,0.0022137393,0.8440214395523071,3548,-0.00361171223630663,10496.92,-10.01,,,,
910336,889,73,12355,0.0002045344,0.003635125234723091,0.11572265625,0.08181376000000001,-1.0835608765482903,0.05842650542035699,0.001975672,0.6735705137252808,3552,-0.004589174757711589,10496.92,-10.01,,,,
911360,890,73,12367,0.0002044832,-0.00329483300447464,0.100830078125,0.08179328000000001,-1.0394266098737717,0.0458450592122972,0.001581871,0.8197851777076721,3556,-0.0055604556982871145,10461.48,-10.04,,,,
912384,891,73,12379,0.000204432,-0.002076568081974983,0.108154296875,0.0817728,-1.0580162182450294,0.044925622176378965,0.0023595262,0.8659458160400391,3560,-0.005798618774861097,10498.45,-9.83,,,,
913408,892,73,12391,0.0002043808,-0.0071039460599422455,0.145263671875,0.08175232,-1.0485528260469437,0.051057113567367196,0.0035562306,0.827911376953125,3564,-0.005261953825538512,10498.45,-9.83,,,,
914432,893,73,12403,0.00020432960000000002,0.005222262814640999,0.128173828125,0.08173184,-1.0055974908173084,0.05728901387192309,0.0020743087,0.7616739869117737,3568,-0.005074710847111419,10498.45,-9.83,,,,
915456,894,73,12415,0.0002042784,0.00905633345246315,0.111328125,0.08171136000000001,-1.0498978346586227,0.06744926306419075,0.0022099856,0.832277238368988,3572,-0.004677718083257787,10498.45,-9.83,,,,
916480,895,73,12428,0.0002042272,0.005048368126153946,0.134521484375,0.08169088000000001,-1.0601635947823524,0.06368239782750607,0.001888146,0.7625929117202759,3576,-0.0032692815439077094,10498.45,-9.83,,,,
917504,896,73,12440,0.000204176,0.0027434062212705612,0.11669921875,0.0816704,-1.0237925983965397,0.04350466816686094,0.0022849396,0.8787412047386169,3580,-0.003349265083670616,10498.45,-9.83,,,,
918528,897,73,12452,0.0002041248,0.002298085018992424,0.131591796875,0.08164992,-1.0528500080108643,0.055931671522557735,0.0031192116,0.7814191579818726,3584,-0.003719696629559621,10498.45,-9.83,,,,
919552,898,73,12464,0.0002040736,0.014529110863804817,0.116943359375,0.08162944,-1.0299310758709908,0.08586719050072134,0.0020133993,0.7101541757583618,3588,-0.004502992618654389,10498.45,-9.83,,,,
920576,899,73,12476,0.0002040224,-0.008434100076556206,0.1943359375,0.08160896000000001,-1.0809363201260567,0.044044338632375,0.0039483984,0.8081762194633484,3592,-0.005067443766165525,10501.16,-9.51,,,,
921600,900,73,12488,0.0002039712,-0.0005509331822395325,0.193359375,0.08158848,-1.0874829515814781,0.05519091337919235,0.0030765603,0.6867579221725464,3596,-0.0014730101102031767,10501.16,-9.51,,,,
922624,901,73,12499,0.00020391999999999999,-0.0003466010093688965,0.157958984375,0.081568,-1.0574586614966393,0.0447783509735018,0.0026240826,0.8320058584213257,3600,-0.006983283092267811,10466.11,-9.52,,,,
923648,902,73,12511,0.0002038688,0.019464664161205292,0.125732421875,0.08154752000000001,-1.1192215606570244,0.06735224998556077,0.0025881538,0.7638408541679382,3604,-0.004830404664971866,10466.11,-9.52,,,,
924672,903,73,12523,0.0002038176,-0.0014219097793102264,0.13916015625,0.08152704,-1.1290888860821724,0.045164264272898436,0.001693511,0.8518654108047485,3608,-0.005500823550391942,10466.11,-9.52,,,,
925000,,,,0.00020376640000000003,-0.0012369807809591293,0.11083984375,0.08150656,-1.132167473435402,0.044578900560736656,0.00230026,0.9025218486785889,3612,-0.006121797050582245,,,-2293.4900000000002,13787.0,-1.2,13787.0
925696,904,73,12680,,,,,,,,,,,10455.69,-9.57,,,,
926720,905,73,12692,0.0002037152,-0.0025111623108386993,0.12158203125,0.08148608,-1.1502506881952286,0.04722526576370001,0.0020179152,0.8232406973838806,3616,-0.005347294383682311,10455.69,-9.57,,,,
927744,906,73,12703,0.00020366400000000002,-0.004843470640480518,0.12890625,0.08146560000000001,-1.1350537687540054,0.044743289588950574,0.003190865,0.7842951416969299,3620,-0.005588715663179755,10490.89,-9.33,,,,
928768,907,73,12715,0.0002036128,0.010259605944156647,0.133544921875,0.08144512,-1.1139026805758476,0.06956325098872185,0.002240395,0.783050537109375,3624,-0.0048611142265144736,10504.99,-9.26,,,,
929792,908,73,12727,0.0002035616,0.00881747156381607,0.162109375,0.08142464,-1.1874686032533646,0.05841475771740079,0.0026519015,0.7915970087051392,3628,-0.005056660273112357,10489.66,-9.29,,,,
930816,909,73,12739,0.0002035104,0.001495804637670517,0.126708984375,0.08140416,-1.1810977011919022,0.06733050453476608,0.003260597,0.5018026828765869,3632,-0.0037456054124049842,10489.66,-9.29,,,,
931840,910,73,12751,0.0002034592,-0.000867944210767746,0.076416015625,0.08138368000000001,-1.1388938128948212,0.06001576595008373,0.001914628,0.7730624079704285,3636,-0.0044268936035223305,10489.66,-9.29,,,,
932864,911,73,12762,0.000203408,-2.3538246750831604e-05,0.111328125,0.08136320000000001,-1.202546201646328,0.044779357267543674,0.0029561352,0.8049984574317932,3640,-0.004812177125131711,10477.31,-9.35,,,,
933888,912,73,12774,0.0002033568,0.0010342560708522797,0.12109375,0.08134272000000001,-1.1470874324440956,0.05481520784087479,0.0027501395,0.7392294406890869,3644,-0.006184197787661105,10477.31,-9.35,,,,
934912,913,73,12787,0.00020330560000000002,-6.576068699359894e-05,0.157470703125,0.08132224,-1.1778694614768028,0.05619447003118694,0.0021688244,0.7851107716560364,3648,-0.005547207430936396,10473.43,-9.32,,,,
935936,914,73,12798,0.00020325440000000002,0.0031569264829158783,0.107666015625,0.08130176,-1.1605686992406845,0.047198299085721374,0.0018601327,0.75605708360672,3652,-0.004999046621378511,10473.43,-9.32,,,,
936960,915,73,12811,0.0002032032,-0.004776202142238617,0.155517578125,0.08128128000000001,-1.1426686644554138,0.04054735298268497,0.0033016533,0.8011489510536194,3656,-0.005658123554894701,10473.43,-9.32,,,,
937984,916,73,12822,0.000203152,-0.0032735951244831085,0.110107421875,0.08126080000000001,-1.1721762344241142,0.05327291088178754,0.0021065902,0.7988167405128479,3660,-0.005750162701588124,10473.43,-9.32,,,,
939008,917,73,12834,0.0002031008,-0.004387039691209793,0.173583984375,0.08124032,-1.1205326616764069,0.05876239575445652,0.0022103356,0.7185428142547607,3664,-0.0064719436632003635,10498.73,-9.2,,,,
